,Cluster,Clothing,Communication,Electronics,Entertainment,Groceries,Home Supplies,Lodging,Meals,Misc,Travel
91,1,0.0,0.0,45172.1,0.0,0.0,6577.4,0.0,0.0,0.0,0.0
92,1,0.0,0.0,59177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,0.0,0.0,0.0,24731.5,0.0,0.0,0.0,0.0,0.0,0.0
94,1,0.0,0.0,0.0,4970.0,0.0,13896.2,0.0,0.0,48660.5,0.0
95,1,0.0,0.0,0.0,0.0,46847.9,0.0,0.0,0.0,0.0,0.0
96,1,0.0,0.0,0.0,0.0,0.0,0.0,49994.3,0.0,0.0,0.0
97,1,0.0,0.0,0.0,0.0,0.0,70993.1,0.0,0.0,0.0,0.0
98,1,0.0,0.0,0.0,10937.9,0.0,0.0,0.0,0.0,0.0,0.0
99,1,75251.0,0.0,0.0,0.0,66649.7,0.0,0.0,0.0,0.0,0.0
100,1,0.0,0.0,0.0,45548.3,0.0,0.0,0.0,0.0,0.0,0.0
101,1,0.0,0.0,59666.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1,27029.0,0.0,0.0,107068.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,66735.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,1,55945.1,0.0,0.0,37135.1,0.0,0.0,0.0,0.0,0.0,0.0
105,1,21146.6,0.0,0.0,0.0,0.0,81253.1,0.0,0.0,0.0,0.0
106,1,0.0,0.0,81885.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,1,0.0,76687.4,0.0,0.0,0.0,0.0,0.0,0.0,21608.3,0.0
108,1,0.0,0.0,63366.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1,0.0,0.0,0.0,0.0,0.0,0.0,12340.1,0.0,0.0,0.0
110,1,0.0,35476.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1,0.0,36793.1,0.0,0.0,0.0,0.0,387.2,0.0,0.0,0.0
112,1,0.0,0.0,0.0,42367.7,0.0,0.0,0.0,0.0,0.0,0.0
113,1,0.0,0.0,0.0,0.0,0.0,74156.6,0.0,0.0,0.0,0.0
114,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448.1,0.0
115,1,0.0,75319.4,15247.1,0.0,79560.2,0.0,0.0,0.0,0.0,0.0
116,1,0.0,0.0,18000.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,1,0.0,0.0,0.0,0.0,0.0,0.0,39700.1,0.0,0.0,0.0
118,1,0.0,0.0,0.0,77200.4,0.0,0.0,0.0,75935.0,0.0,0.0
119,1,0.0,45804.8,0.0,0.0,0.0,53363.0,0.0,0.0,0.0,0.0
120,1,17418.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.4,0.0
122,1,0.0,0.0,77388.5,62887.7,0.0,37391.6,0.0,0.0,0.0,0.0
123,1,0.0,0.0,55500.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1,0.0,0.0,0.0,0.0,55637.3,0.0,0.0,0.0,0.0,0.0
125,1,0.0,0.0,0.0,63811.1,0.0,0.0,0.0,0.0,0.0,0.0
126,1,0.0,0.0,0.0,65469.8,0.0,38092.7,20069.3,0.0,0.0,0.0
127,1,0.0,26225.3,0.0,0.0,0.0,0.0,0.0,35356.7,0.0,0.0
128,1,0.0,0.0,0.0,0.0,0.0,0.0,79850.9,0.0,0.0,0.0
129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48899.9,0.0
130,1,0.0,0.0,0.0,57090.8,0.0,0.0,0.0,83989.1,0.0,0.0
131,1,0.0,0.0,0.0,0.0,0.0,50951.9,0.0,0.0,0.0,0.0
132,1,0.0,0.0,6047.3,0.0,0.0,0.0,0.0,57518.3,0.0,0.0
133,1,0.0,0.0,0.0,58014.2,0.0,0.0,0.0,0.0,0.0,0.0
134,1,0.0,0.0,68958.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,1,0.0,0.0,0.0,0.0,0.0,0.0,32928.5,0.0,0.0,0.0
136,1,74652.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31423.7,0.0
138,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64597.7,0.0,0.0
139,1,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1,0.0,0.0,0.0,0.0,57997.1,0.0,0.0,48233.0,0.0,0.0
141,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76619.0,0.0,0.0
142,1,0.0,0.0,0.0,0.0,0.0,62956.1,0.0,0.0,0.0,0.0
143,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81646.4,43137.2,0.0
144,1,53773.4,0.0,0.0,2165.6,0.0,0.0,0.0,0.0,0.0,0.0
145,1,0.0,0.0,0.0,0.0,0.0,0.0,57809.0,0.0,0.0,0.0
146,1,0.0,0.0,0.0,79782.5,0.0,0.0,0.0,0.0,0.0,0.0
147,1,0.0,0.0,58014.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1,0.0,0.0,0.0,0.0,0.0,0.0,57518.3,0.0,0.0,0.0
149,1,0.0,0.0,0.0,0.0,0.0,70445.9,0.0,0.0,0.0,0.0
150,1,0.0,0.0,0.0,0.0,0.0,0.0,39717.2,0.0,0.0,0.0
151,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9176.6,0.0
152,1,0.0,0.0,0.0,0.0,0.0,0.0,76516.4,0.0,0.0,0.0
153,1,0.0,0.0,0.0,0.0,24515.3,0.0,0.0,0.0,0.0,0.0
154,1,0.0,0.0,0.0,0.0,0.0,0.0,71967.8,0.0,0.0,0.0
155,1,0.0,0.0,0.0,0.0,26259.5,0.0,0.0,30910.7,0.0,0.0
156,1,18222.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,1,0.0,0.0,0.0,0.0,0.0,0.0,69693.5,0.0,0.0,0.0
158,1,0.0,0.0,0.0,56988.2,0.0,2028.8,0.0,0.0,0.0,0.0
159,1,0.0,0.0,58766.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41700.8,0.0,0.0
161,1,0.0,52644.8,0.0,0.0,37049.6,0.0,0.0,0.0,5807.9,0.0
162,1,0.0,0.0,0.0,53585.3,0.0,0.0,0.0,0.0,0.0,0.0
163,1,43171.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1,0.0,0.0,73626.5,0.0,0.0,0.0,0.0,0.0,5978.9,0.0
165,1,0.0,0.0,69471.2,0.0,0.0,56919.8,0.0,0.0,0.0,0.0
166,1,0.0,0.0,35373.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1,31013.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1,0.0,0.0,0.0,0.0,0.0,11279.9,0.0,0.0,0.0,0.0
169,1,0.0,0.0,0.0,17566.6,0.0,0.0,0.0,0.0,0.0,0.0
170,1,0.0,0.0,0.0,0.0,0.0,27884.0,0.0,0.0,0.0,0.0
171,1,0.0,0.0,60032.0,0.0,0.0,0.0,0.0,0.0,1772.3,0.0
172,1,0.0,0.0,0.0,0.0,41632.4,0.0,0.0,0.0,0.0,0.0
173,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53328.8,0.0
174,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73199.0,0.0
175,1,0.0,0.0,0.0,0.0,0.0,0.0,45531.2,0.0,0.0,0.0
176,1,0.0,53636.6,0.0,0.0,0.0,0.0,0.0,10937.9,0.0,0.0
177,1,0.0,0.0,0.0,77850.2,0.0,0.0,0.0,0.0,0.0,0.0
178,1,0.0,0.0,0.0,73831.7,0.0,0.0,0.0,0.0,0.0,0.0
179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44129.0,0.0,0.0
180,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27302.6,0.0,0.0
181,1,0.0,0.0,0.0,0.0,0.0,0.0,63332.3,0.0,0.0,0.0
182,1,66153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10647.2,0.0
183,1,0.0,0.0,0.0,0.0,47172.8,0.0,0.0,0.0,0.0,0.0
184,1,8458.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63708.5,0.0
185,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80210.0,0.0
186,1,6509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1,0.0,59946.5,0.0,0.0,0.0,0.0,0.0,7466.6,0.0,0.0
188,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12989.9,0.0
189,1,0.0,0.0,54337.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65606.6,0.0
191,1,0.0,0.0,0.0,0.0,48113.3,0.0,0.0,0.0,0.0,0.0
192,1,0.0,0.0,0.0,0.0,0.0,37408.7,0.0,0.0,0.0,0.0
193,1,0.0,0.0,60664.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1,37990.1,63999.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,1,0.0,0.0,0.0,51516.2,0.0,0.0,0.0,0.0,0.0,0.0
196,1,0.0,10151.3,0.0,0.0,0.0,42059.9,0.0,0.0,0.0,0.0
197,1,0.0,0.0,0.0,0.0,0.0,0.0,10647.2,0.0,0.0,0.0
198,1,0.0,0.0,35254.1,0.0,53944.4,0.0,0.0,0.0,0.0,0.0
199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287.4,0.0,0.0
200,1,0.0,3465.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,1,0.0,0.0,0.0,54833.6,0.0,0.0,0.0,0.0,23745.8,0.0
202,1,0.0,0.0,0.0,0.0,0.0,0.0,63811.1,0.0,0.0,0.0
203,1,0.0,0.0,0.0,0.0,0.0,0.0,78927.5,0.0,0.0,0.0
204,1,0.0,0.0,0.0,0.0,0.0,54081.2,0.0,0.0,0.0,0.0
205,1,0.0,0.0,33732.2,0.0,82638.2,0.0,0.0,0.0,0.0,0.0
206,1,0.0,0.0,12921.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,1,0.0,0.0,0.0,0.0,69967.1,0.0,0.0,0.0,0.0,0.0
208,1,0.0,0.0,0.0,58920.5,0.0,0.0,0.0,0.0,0.0,0.0
209,1,0.0,0.0,0.0,0.0,74840.6,0.0,0.0,62750.9,0.0,0.0
210,1,0.0,0.0,22241.0,0.0,82262.0,0.0,0.0,0.0,0.0,0.0
211,1,68308.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,1,0.0,68411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,1,0.0,0.0,0.0,0.0,0.0,60391.1,59057.3,0.0,0.0,0.0
214,1,0.0,0.0,0.0,0.0,0.0,0.0,30962.0,0.0,0.0,0.0
215,1,0.0,0.0,0.0,0.0,62015.6,22634.3,0.0,0.0,0.0,0.0
216,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19590.5,0.0,0.0
217,1,0.0,78927.5,0.0,0.0,0.0,284.6,0.0,0.0,0.0,0.0
218,1,0.0,0.0,0.0,0.0,50267.9,14169.8,0.0,0.0,0.0,0.0
219,1,0.0,9381.8,0.0,0.0,0.0,0.0,0.0,11844.2,0.0,0.0
220,1,0.0,0.0,0.0,0.0,13468.7,0.0,77234.6,0.0,0.0,0.0
221,1,0.0,0.0,0.0,0.0,0.0,66854.9,0.0,0.0,0.0,0.0
222,1,0.0,9552.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,1,0.0,54064.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35151.5,0.0,0.0
225,1,0.0,60972.5,0.0,0.0,0.0,10202.6,0.0,0.0,0.0,0.0
226,1,43633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74618.3,0.0,0.0
228,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18325.1,0.0
229,1,0.0,0.0,0.0,0.0,0.0,85408.4,0.0,0.0,0.0,0.0
230,1,0.0,0.0,0.0,0.0,0.0,0.0,25267.7,0.0,0.0,0.0
231,1,0.0,0.0,0.0,0.0,27336.8,0.0,0.0,0.0,29405.9,0.0
232,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34450.4,0.0,0.0
233,1,0.0,0.0,0.0,3636.2,0.0,0.0,0.0,0.0,0.0,0.0
234,1,0.0,0.0,0.0,0.0,41016.8,0.0,0.0,0.0,0.0,0.0
235,1,0.0,0.0,0.0,37973.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1,0.0,0.0,0.0,0.0,0.0,0.0,18256.7,0.0,0.0,0.0
237,1,0.0,0.0,63588.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,1,0.0,52986.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,1,0.0,41033.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,1,0.0,0.0,1242.2,0.0,0.0,2524.7,0.0,0.0,0.0,0.0
241,1,0.0,0.0,74105.3,0.0,0.0,0.0,0.0,3926.9,0.0,0.0
242,1,0.0,0.0,0.0,0.0,26789.6,0.0,0.0,0.0,0.0,0.0
243,1,0.0,0.0,0.0,0.0,0.0,0.0,2986.4,0.0,0.0,0.0
244,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48198.8,0.0
245,1,0.0,7483.7,0.0,0.0,39512.0,0.0,0.0,0.0,0.0,0.0
246,1,0.0,0.0,0.0,0.0,80398.1,0.0,0.0,24293.0,0.0,0.0
247,1,0.0,0.0,0.0,0.0,0.0,0.0,2507.6,0.0,0.0,0.0
248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46334.9,0.0,0.0
249,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52251.5,0.0,0.0
250,1,0.0,0.0,0.0,0.0,0.0,0.0,85032.2,0.0,0.0,0.0
251,1,0.0,0.0,0.0,0.0,75507.5,0.0,0.0,0.0,0.0,0.0
252,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40862.9,0.0,0.0
253,1,0.0,0.0,0.0,0.0,81458.3,75422.0,0.0,0.0,0.0,0.0
254,1,0.0,0.0,0.0,4354.4,0.0,0.0,0.0,0.0,0.0,0.0
255,1,0.0,0.0,84296.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1,0.0,0.0,0.0,0.0,0.0,0.0,55055.9,0.0,0.0,0.0
257,1,0.0,0.0,0.0,0.0,0.0,0.0,62066.9,0.0,0.0,0.0
258,1,0.0,0.0,0.0,46659.8,0.0,0.0,0.0,27952.4,11639.0,0.0
259,1,0.0,284.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,1,0.0,77867.3,0.0,79.4,0.0,0.0,0.0,65196.2,0.0,0.0
261,1,0.0,0.0,111240.4,0.0,57501.2,0.0,0.0,0.0,0.0,0.0
262,1,0.0,0.0,0.0,0.0,60339.8,0.0,4730.6,0.0,0.0,0.0
263,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44436.8,0.0,0.0
264,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27302.6,0.0
265,1,62135.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1,0.0,59895.2,0.0,0.0,0.0,0.0,0.0,32141.9,0.0,0.0
267,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51037.4,0.0,0.0
268,1,0.0,32911.4,0.0,0.0,0.0,0.0,0.0,57484.1,0.0,0.0
269,1,0.0,43940.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,1,0.0,0.0,0.0,0.0,70480.1,0.0,0.0,32808.8,0.0,0.0
271,1,0.0,0.0,84741.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,1,0.0,0.0,0.0,0.0,0.0,0.0,37306.1,0.0,0.0,0.0
273,1,0.0,0.0,0.0,70918.6,0.0,28550.9,0.0,0.0,0.0,0.0
274,1,0.0,0.0,16444.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,1,0.0,22463.3,0.0,0.0,75216.8,13400.3,0.0,0.0,0.0,0.0
276,1,0.0,0.0,0.0,0.0,0.0,0.0,19812.8,0.0,0.0,0.0
277,1,0.0,48438.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,1,13622.6,0.0,46711.1,71010.2,0.0,0.0,0.0,0.0,0.0,0.0
279,1,0.0,72959.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,1,0.0,0.0,0.0,0.0,0.0,0.0,64854.2,0.0,0.0,0.0
281,1,0.0,0.0,0.0,0.0,0.0,0.0,20736.2,0.0,0.0,0.0
282,1,0.0,0.0,26156.9,0.0,0.0,0.0,0.0,46591.4,0.0,0.0
283,1,0.0,0.0,0.0,39494.9,0.0,0.0,0.0,0.0,79440.5,0.0
284,1,0.0,31594.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,1,0.0,53089.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,1,0.0,0.0,0.0,0.0,0.0,81492.5,0.0,5688.2,0.0,0.0
287,1,0.0,0.0,0.0,0.0,0.0,0.0,54645.5,0.0,0.0,0.0
288,1,0.0,0.0,112249.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,1,0.0,0.0,0.0,0.0,46334.9,68684.6,0.0,0.0,0.0,0.0
290,1,0.0,0.0,10253.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,1,0.0,65538.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,1,54577.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1,0.0,0.0,0.0,0.0,0.0,0.0,24600.8,0.0,0.0,0.0
294,1,0.0,21112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1,0.0,0.0,0.0,0.0,0.0,0.0,61605.2,0.0,0.0,0.0
296,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62887.7,0.0
297,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33845.8,0.0
298,1,0.0,0.0,0.0,0.0,50114.0,0.0,0.0,0.0,0.0,0.0
299,1,58835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,1,0.0,0.0,0.0,45753.5,25233.5,0.0,0.0,0.0,0.0,0.0
301,1,0.0,0.0,0.0,0.0,0.0,0.0,47064.1,0.0,0.0,0.0
302,1,0.0,0.0,0.0,0.0,0.0,53818.6,0.0,0.0,1789.4,0.0
303,1,0.0,0.0,72942.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,1,59348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1,0.0,0.0,0.0,4080.8,0.0,0.0,0.0,0.0,0.0,0.0
